"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,123,"LAO","Laos",128,"LAO","Laos","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Laos","Lao",NA,"Lao People's Democratic Republic|Lao|Lanxang",NA,"Lao, République Démocratique Populaire ","Laos ","<U+041B><U+0430><U+043E><U+0441>","<U+0644><U+0627><U+0648><U+0633>","<U+8001><U+631D> ",NA,NA,"Laos","LA",NA,"LA",418,"19490719","Present",5278563,230566.094,22.8939255916787,"South-Eastern Asia","Asia",1,NA,NA,NA,"East Asia & Pacific","Low income","Severely indebted","HIPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
