"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,40,"KHM","Cambodia",122,"KHM","Cambodia","CAMBODIA","Cambodia","Kampuchea",NA,"Kampuchea|Khmer Republic",NA,"Cambodge ","Camboya ","<U+041A><U+0430><U+043C><U+0431><U+043E><U+0434><U+0436><U+0430>","<U+0643><U+0645><U+0628><U+0648><U+062F><U+064A><U+0627>","<U+67EC><U+57D4><U+5BE8> ",NA,NA,"Cambodia","KH",NA,"CB",116,"19490719","Present",13104030,182612.297,71.7587490835844,"South-Eastern Asia","Asia",1,NA,NA,NA,"East Asia & Pacific","Low income","Moderately indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
