"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
209,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",209,"Prey Khmum","Khum","Commune",NA,NA
210,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",210,"Prey Thnang","Khum","Commune",NA,NA
211,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",211,"Stueng Kaev","Khum","Commune",NA,NA
212,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",212,"Thmei","Khum","Commune",NA,NA
213,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",213,"Trapeang Pring","Khum","Commune",NA,NA
214,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",214,"Trapeang sangkae","Khum","Commune",NA,NA
215,40,"KHM","Cambodia",3,"Kâmpôt",26,"Kampot",215,"Trapeang Thum","Khum","Commune",NA,NA
216,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",216,"Batheay","Khum","Commune",NA,NA
217,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",217,"Chbar Ampov","Khum","Commune",NA,NA
218,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",218,"Chealea","Khum","Commune",NA,NA
219,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",219,"Cheung Prey","Khum","Commune",NA,NA
220,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",220,"Me Pring","Khum","Commune",NA,NA
221,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",221,"Ph'av","Khum","Commune",NA,NA
222,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",222,"Sambour","Khum","Commune",NA,NA
223,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",223,"Sandaek","Khum","Commune",NA,NA
224,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",224,"Tang Krang","Khum","Commune",NA,NA
225,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",225,"Tang Krasang","Khum","Commune",NA,NA
226,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",226,"Trab","Khum","Commune",NA,NA
227,40,"KHM","Cambodia",4,"Kâmpóng Cham",27,"Batheay",227,"Tumnob","Khum","Commune",NA,NA
228,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",228,"Bos Khnaor","Khum","Commune",NA,NA
229,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",229,"Chamkar Andoung","Khum","Commune",NA,NA
230,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",230,"Cheyyou","Khum","Commune",NA,NA
231,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",231,"Lvea Leu","Khum","Commune",NA,NA
232,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",232,"Spueu","Khum","Commune",NA,NA
233,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",233,"Svay Teab","Khum","Commune",NA,NA
234,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",234,"Ta Ong","Khum","Commune",NA,NA
235,40,"KHM","Cambodia",4,"Kâmpóng Cham",28,"Chamkar Leu",235,"Ta Prok","Khum","Commune",NA,NA
236,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",236,"Khnaor Dambang","Khum","Commune",NA,NA
237,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",237,"Kouk Rovieng","Khum","Commune",NA,NA
238,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",238,"Phdau Chum","Khum","Commune",NA,NA
239,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",239,"Prey Char","Khum","Commune",NA,NA
240,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",240,"Pring Chrum","Khum","Commune",NA,NA
241,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",241,"Sampong Chey","Khum","Commune",NA,NA
242,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",242,"Sdaeung Chey","Khum","Commune",NA,NA
243,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",243,"Soutip","Khum","Commune",NA,NA
244,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",244,"Srama","Khum","Commune",NA,NA
245,40,"KHM","Cambodia",4,"Kâmpóng Cham",29,"Cheung Prey",245,"Trapeang Kor","Khum","Commune",NA,NA
246,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",246,"Boeng Kok","Khum","Commune",NA,NA
247,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",247,"Kampong Cham","Khum","Commune",NA,NA
248,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",248,"Sambuor Meas","Khum","Commune",NA,NA
249,40,"KHM","Cambodia",4,"Kâmpóng Cham",30,"Kampong Cham",249,"Veal Vong","Khum","Commune",NA,NA
250,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",250,"Ampil","Khum","Commune",NA,NA
251,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",251,"Han Chey","Khum","Commune",NA,NA
252,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",252,"Kaoh Mitt","Khum","Commune",NA,NA
253,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",253,"Kaoh Roka","Khum","Commune",NA,NA
254,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",254,"Kaoh Tontuem","Khum","Commune",NA,NA
255,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",255,"Kien Chrey","Khum","Commune",NA,NA
256,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",256,"Kokor","Khum","Commune",NA,NA
257,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",257,"Krala","Khum","Commune",NA,NA
258,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",258,"Ou Svay","Khum","Commune",NA,NA
259,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",259,"Ro'ang","Khum","Commune",NA,NA
260,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",260,"Rumchek","Khum","Commune",NA,NA
261,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",261,"Srak","Khum","Commune",NA,NA
262,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",262,"Trean","Khum","Commune",NA,NA
263,40,"KHM","Cambodia",4,"Kâmpóng Cham",31,"Kampong Siem",263,"Vihear Thum","Khum","Commune",NA,NA
264,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",264,"Angkor Ban","Khum","Commune",NA,NA
265,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",265,"Kang Ta Noeng","Khum","Commune",NA,NA
266,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",266,"Khchau","Khum","Commune",NA,NA
267,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",267,"Peam Chi Kang","Khum","Commune",NA,NA
268,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",268,"Preaek Koy","Khum","Commune",NA,NA
269,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",269,"Preaek Krabau","Khum","Commune",NA,NA
270,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",270,"Reay Pay","Khum","Commune",NA,NA
271,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",271,"Roka ar","Khum","Commune",NA,NA
272,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",272,"Roka Koy","Khum","Commune",NA,NA
273,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",273,"Sdau","Khum","Commune",NA,NA
274,40,"KHM","Cambodia",4,"Kâmpóng Cham",32,"Kang Meas",274,"Sour Kong","Khum","Commune",NA,NA
275,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",275,"Kampong Reab","Khum","Commune",NA,NA
276,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",276,"Kaoh Soutin","Khum","Commune",NA,NA
277,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",277,"Lve","Khum","Commune",NA,NA
278,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",278,"Moha Khnhoung","Khum","Commune",NA,NA
279,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",279,"Moha Leaph","Khum","Commune",NA,NA
280,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",280,"Peam Prathnuoh","Khum","Commune",NA,NA
281,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",281,"Pongro","Khum","Commune",NA,NA
282,40,"KHM","Cambodia",4,"Kâmpóng Cham",33,"Kaoh Soutin",282,"Preaek Ta Nong","Khum","Commune",NA,NA
283,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",283,"Baray","Khum","Commune",NA,NA
284,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",284,"Boeng Nay","Khum","Commune",NA,NA
285,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",285,"Chrey Vien","Khum","Commune",NA,NA
286,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",286,"Khvet Thum","Khum","Commune",NA,NA
287,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",287,"Kor","Khum","Commune",NA,NA
288,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",288,"Krouch","Khum","Commune",NA,NA
289,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",289,"Lvea","Khum","Commune",NA,NA
290,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",290,"Mien","Khum","Commune",NA,NA
291,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",291,"Prey Chhor","Khum","Commune",NA,NA
292,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",292,"Samraong","Khum","Commune",NA,NA
293,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",293,"Sour Saen","Khum","Commune",NA,NA
294,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",294,"Srangae","Khum","Commune",NA,NA
295,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",295,"Thma Pun","Khum","Commune",NA,NA
296,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",296,"Tong Rong","Khum","Commune",NA,NA
297,40,"KHM","Cambodia",4,"Kâmpóng Cham",34,"Prey Chhor",297,"Trapeang Preah","Khum","Commune",NA,NA
298,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",298,"Baray","Khum","Commune",NA,NA
299,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",299,"Chi Bal","Khum","Commune",NA,NA
300,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",300,"Kaoh Andaet","Khum","Commune",NA,NA
301,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",301,"Khnar Sa","Khum","Commune",NA,NA
302,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",302,"Mean Chey","Khum","Commune",NA,NA
303,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",303,"Pram Yam","Khum","Commune",NA,NA
304,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",304,"Preaek Dambouk","Khum","Commune",NA,NA
305,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",305,"Preaek Pou","Khum","Commune",NA,NA
306,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",306,"Preaek Rumdeng","Khum","Commune",NA,NA
307,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",307,"Pteah Kandal","Khum","Commune",NA,NA
308,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",308,"Ruessei Srok","Khum","Commune",NA,NA
309,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",309,"Svay Pou","Khum","Commune",NA,NA
310,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",310,"Svay Sach Phnum","Khum","Commune",NA,NA
311,40,"KHM","Cambodia",4,"Kâmpóng Cham",35,"Srei Santhor",311,"Tong Tralach","Khum","Commune",NA,NA
312,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",312,"areaks Tnaot","Khum","Commune",NA,NA
313,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",313,"Dang Kdar","Khum","Commune",NA,NA
314,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",314,"Khpob Ta Nguon","Khum","Commune",NA,NA
315,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",315,"Me Sar Chrey","Khum","Commune",NA,NA
316,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",316,"Ou Mlu","Khum","Commune",NA,NA
317,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",317,"Peam Kaoh Sna","Khum","Commune",NA,NA
318,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",318,"Preaek Bak","Khum","Commune",NA,NA
319,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",319,"Preaek Kak","Khum","Commune",NA,NA
320,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",320,"Preah Andoung","Khum","Commune",NA,NA
321,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",321,"Soupheas","Khum","Commune",NA,NA
322,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",322,"Tuol Preah Khleang","Khum","Commune",NA,NA
323,40,"KHM","Cambodia",4,"Kâmpóng Cham",36,"Stueng Trang",323,"Tuol Sambuor","Khum","Commune",NA,NA
324,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",324,"Anhchanh Rung","Khum","Commune",NA,NA
325,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",325,"Chak","Khum","Commune",NA,NA
326,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",326,"Chhnok Tru","Khum","Commune",NA,NA
327,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",327,"Kampong Preah Kokir","Khum","Commune",NA,NA
328,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",328,"Khon Rang","Khum","Commune",NA,NA
329,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",329,"Melum","Khum","Commune",NA,NA
330,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",330,"n.a. ( 493)","Khum","Commune",NA,NA
331,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",331,"Pech Changvar","Khum","Commune",NA,NA
332,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",332,"Phsar","Khum","Commune",NA,NA
333,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",333,"Ponley","Khum","Commune",NA,NA
334,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",334,"Popel","Khum","Commune",NA,NA
335,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",37,"Baribour",335,"Trapeang Chan","Khum","Commune",NA,NA
336,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",336,"Chol Sar","Khum","Commune",NA,NA
337,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",337,"Kampong Os","Khum","Commune",NA,NA
338,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",338,"Kaoh","Khum","Commune",NA,NA
339,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",339,"Peam Chhkaok","Khum","Commune",NA,NA
340,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",38,"Chol Kiri",340,"Prey Kri","Khum","Commune",NA,NA
341,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",341,"Kampong Chhnang","Khum","Commune",NA,NA
342,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",342,"Khsam","Khum","Commune",NA,NA
343,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",343,"Ph'er","Khum","Commune",NA,NA
344,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",39,"Kampong Chhnang",344,"Phsar Chhnang","Khum","Commune",NA,NA
345,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",345,"Chranouk","Khum","Commune",NA,NA
346,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",346,"Dar","Khum","Commune",NA,NA
347,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",347,"Kampong hau","Khum","Commune",NA,NA
348,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",348,"Phlov Tuk","Khum","Commune",NA,NA
349,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",349,"Pou","Khum","Commune",NA,NA
350,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",350,"Pralay Meas","Khum","Commune",NA,NA
351,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",351,"Samraong Saen","Khum","Commune",NA,NA
352,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",352,"Svay Rumpear","Khum","Commune",NA,NA
353,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",40,"Kampong Leaeng",353,"Trangel","Khum","Commune",NA,NA
354,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",354,"Ampil Tuek","Khum","Commune",NA,NA
355,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",355,"Chhuk Sa","Khum","Commune",NA,NA
356,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",356,"Chres","Khum","Commune",NA,NA
357,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",357,"Kampong Tralach","Khum","Commune",NA,NA
358,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",358,"Longveaek","Khum","Commune",NA,NA
359,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",359,"Ou Ruessei","Khum","Commune",NA,NA
360,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",360,"Peani","Khum","Commune",NA,NA
361,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",361,"Saeb","Khum","Commune",NA,NA
362,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",362,"Ta Ches","Khum","Commune",NA,NA
363,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",41,"Kampong Tralach",363,"Thma Edth","Khum","Commune",NA,NA
364,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",364,"Andoung Snay","Khum","Commune",NA,NA
365,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",365,"Banteay Preal","Khum","Commune",NA,NA
366,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",366,"Cheung Kreav","Khum","Commune",NA,NA
367,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",367,"Chrey Bak","Khum","Commune",NA,NA
368,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",368,"Kouk Banteay","Khum","Commune",NA,NA
369,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",369,"Krang Leav","Khum","Commune",NA,NA
370,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",370,"Pongro","Khum","Commune",NA,NA
371,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",371,"Prasneb","Khum","Commune",NA,NA
372,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",372,"Prey Mul","Khum","Commune",NA,NA
373,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",373,"Rolea B'ier","Khum","Commune",NA,NA
374,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",374,"Srae Thmei","Khum","Commune",NA,NA
375,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",375,"Svay Chrum","Khum","Commune",NA,NA
376,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",42,"Rolea B'ier",376,"Tuek Hout","Khum","Commune",NA,NA
377,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",377,"Chhean Laeung","Khum","Commune",NA,NA
378,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",378,"Khnar Chhmar","Khum","Commune",NA,NA
379,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",379,"Krang Lvea","Khum","Commune",NA,NA
380,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",380,"Peam","Khum","Commune",NA,NA
381,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",381,"Sedthei","Khum","Commune",NA,NA
382,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",382,"Svay Chuk","Khum","Commune",NA,NA
383,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",383,"Svay","Khum","Commune",NA,NA
384,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",384,"Tbaeng Khpos","Khum","Commune",NA,NA
385,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",43,"Sameakki Mean Chey",385,"Thlok Vien","Khum","Commune",NA,NA
386,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",386,"Akphivoadth","Khum","Commune",NA,NA
387,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",387,"Chaong Maong","Khum","Commune",NA,NA
388,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",388,"Chieb","Khum","Commune",NA,NA
389,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",389,"Kbal Tuek","Khum","Commune",NA,NA
390,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",390,"Khlong Popok","Khum","Commune",NA,NA
391,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",391,"Krang Skear","Khum","Commune",NA,NA
392,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",392,"Tang Krasang","Khum","Commune",NA,NA
393,40,"KHM","Cambodia",5,"Kâmpóng Chhnang",44,"Tuek Phos",393,"Tuol Khpos","Khum","Commune",NA,NA
394,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",394,"Aoral","Khum","Commune",NA,NA
395,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",395,"Chh'en","Khum","Commune",NA,NA
396,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",396,"Haong Samnam","Khum","Commune",NA,NA
397,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",397,"Reaksmei Sameakki","Khum","Commune",NA,NA
398,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",398,"Roleak Kang Cheung","Khum","Commune",NA,NA
399,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",399,"Sangkae Satob","Khum","Commune",NA,NA
400,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",400,"Ta Sal","Khum","Commune",NA,NA
401,40,"KHM","Cambodia",6,"Kâmpóng Spœ",45,"Aoral",401,"Trapeang Chour","Khum","Commune",NA,NA
402,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",402,"Basedth","Khum","Commune",NA,NA
403,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",403,"Kak","Khum","Commune",NA,NA
404,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",404,"Kat Phluk","Khum","Commune",NA,NA
405,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",405,"Nitean","Khum","Commune",NA,NA
406,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",406,"Pheakdei","Khum","Commune",NA,NA
407,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",407,"Pheari Mean Chey","Khum","Commune",NA,NA
408,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",408,"Phong","Khum","Commune",NA,NA
409,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",409,"Pou Angkrang","Khum","Commune",NA,NA
410,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",410,"Pou Chamraeun","Khum","Commune",NA,NA
411,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",411,"Pou Mreal","Khum","Commune",NA,NA
412,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",412,"Preah Khae","Khum","Commune",NA,NA
413,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",413,"Svay Chacheb","Khum","Commune",NA,NA
414,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",414,"Svay Rumpea","Khum","Commune",NA,NA
415,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",415,"Tuol Ampil","Khum","Commune",NA,NA
416,40,"KHM","Cambodia",6,"Kâmpóng Spœ",46,"Basedth",416,"Tuol Sala","Khum","Commune",NA,NA
417,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",417,"Chbar Mon","Khum","Commune",NA,NA
418,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",418,"Kandaol Dom","Khum","Commune",NA,NA
419,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",419,"Roka Thum","Khum","Commune",NA,NA
420,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",420,"Sopoar Tep","Khum","Commune",NA,NA
421,40,"KHM","Cambodia",6,"Kâmpóng Spœ",47,"Chbar Mon",421,"Svay Kravan","Khum","Commune",NA,NA
422,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",422,"Angk Popel","Khum","Commune",NA,NA
