"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
423,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",423,"Chongruk","Khum","Commune",NA,NA
424,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",424,"Moha Ruessei","Khum","Commune",NA,NA
425,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",425,"Pechr Muni","Khum","Commune",NA,NA
426,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",426,"Preah Nipean","Khum","Commune",NA,NA
427,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",427,"Prey Nheat","Khum","Commune",NA,NA
428,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",428,"Prey Vihear","Khum","Commune",NA,NA
429,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",429,"Roka Kaoh","Khum","Commune",NA,NA
430,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",430,"Sdok","Khum","Commune",NA,NA
431,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",431,"Snam Krapeu","Khum","Commune",NA,NA
432,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",432,"Srang","Khum","Commune",NA,NA
433,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",433,"Tuek L'ak","Khum","Commune",NA,NA
434,40,"KHM","Cambodia",6,"Kâmpóng Spœ",48,"Kong Pisei",434,"Veal","Khum","Commune",NA,NA
435,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",435,"Chant Saen","Khum","Commune",NA,NA
436,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",436,"Cheung Roas","Khum","Commune",NA,NA
437,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",437,"Chumpu Proeks","Khum","Commune",NA,NA
438,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",438,"Damnak Reang","Khum","Commune",NA,NA
439,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",439,"Khsem Khsan","Khum","Commune",NA,NA
440,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",440,"Krang Chek","Khum","Commune",NA,NA
441,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",441,"Mean Chey","Khum","Commune",NA,NA
442,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",442,"Peang Lvea","Khum","Commune",NA,NA
443,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",443,"Phnum Touch","Khum","Commune",NA,NA
444,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",444,"Preah Srae","Khum","Commune",NA,NA
445,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",445,"Prey Krasang","Khum","Commune",NA,NA
446,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",446,"Trach Tong","Khum","Commune",NA,NA
447,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",447,"Veal Pung","Khum","Commune",NA,NA
448,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",448,"Veang Chas","Khum","Commune",NA,NA
449,40,"KHM","Cambodia",6,"Kâmpóng Spœ",49,"Odongk",449,"Yutth Sameakki","Khum","Commune",NA,NA
450,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",450,"Chambak","Khum","Commune",NA,NA
451,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",451,"Choam Sangkae","Khum","Commune",NA,NA
452,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",452,"Dambouk Rung","Khum","Commune",NA,NA
453,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",453,"Kiri Voan","Khum","Commune",NA,NA
454,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",454,"Krang Dei Vay","Khum","Commune",NA,NA
455,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",455,"Moha Sang","Khum","Commune",NA,NA
456,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",456,"Ou","Khum","Commune",NA,NA
457,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",457,"Prey Kmeng","Khum","Commune",NA,NA
458,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",458,"Prey Rumduol","Khum","Commune",NA,NA
459,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",459,"Tang Samraong","Khum","Commune",NA,NA
460,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",460,"Tang Sya","Khum","Commune",NA,NA
461,40,"KHM","Cambodia",6,"Kâmpóng Spœ",50,"Phnum Sruoch",461,"Traeng Trayueng","Khum","Commune",NA,NA
462,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",462,"Kahaeng","Khum","Commune",NA,NA
463,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",463,"Khtum Krang","Khum","Commune",NA,NA
464,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",464,"Krang Ampil","Khum","Commune",NA,NA
465,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",465,"Pneay","Khum","Commune",NA,NA
466,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",466,"Roleang Chak","Khum","Commune",NA,NA
467,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",467,"Roleang Kreul","Khum","Commune",NA,NA
468,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",468,"Saen Dei","Khum","Commune",NA,NA
469,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",469,"Sambour","Khum","Commune",NA,NA
470,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",470,"Samraong Tong","Khum","Commune",NA,NA
471,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",471,"Skuh","Khum","Commune",NA,NA
472,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",472,"Tang Krouch","Khum","Commune",NA,NA
473,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",473,"Thommoda Ar","Khum","Commune",NA,NA
474,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",474,"Trapeang Kong","Khum","Commune",NA,NA
475,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",475,"Tumpoar Meas","Khum","Commune",NA,NA
476,40,"KHM","Cambodia",6,"Kâmpóng Spœ",51,"Samraong Tong",476,"Voa Sa","Khum","Commune",NA,NA
477,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",477,"Amleang","Khum","Commune",NA,NA
478,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",478,"Monourom","Khum","Commune",NA,NA
479,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",479,"Prambei Mom","Khum","Commune",NA,NA
480,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",480,"Rung Roeang","Khum","Commune",NA,NA
481,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",481,"Toap Mean","Khum","Commune",NA,NA
482,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",482,"Veal Pon","Khum","Commune",NA,NA
483,40,"KHM","Cambodia",6,"Kâmpóng Spœ",52,"Thpong",483,"Yea Angk","Khum","Commune",NA,NA
484,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",484,"Andoung Pou","Khum","Commune",NA,NA
485,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",485,"Bak Sna","Khum","Commune",NA,NA
486,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",486,"Ballangk","Khum","Commune",NA,NA
487,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",487,"Baray","Khum","Commune",NA,NA
488,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",488,"Boeng","Khum","Commune",NA,NA
489,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",489,"Chaeung Daeung","Khum","Commune",NA,NA
490,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",490,"Chhuk Khsach","Khum","Commune",NA,NA
491,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",491,"Chong Doung","Khum","Commune",NA,NA
492,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",492,"Chranieng","Khum","Commune",NA,NA
493,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",493,"Chrolong","Khum","Commune",NA,NA
494,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",494,"Kokir Thum","Khum","Commune",NA,NA
495,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",495,"Krava","Khum","Commune",NA,NA
496,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",496,"Pongro","Khum","Commune",NA,NA
497,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",497,"Sou Young","Khum","Commune",NA,NA
498,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",498,"Sralau","Khum","Commune",NA,NA
499,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",499,"Svay Phleung","Khum","Commune",NA,NA
500,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",500,"Tnaot Chum","Khum","Commune",NA,NA
501,40,"KHM","Cambodia",7,"Kâmpóng Thum",53,"Baray",501,"Treal","Khum","Commune",NA,NA
502,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",502,"Chey","Khum","Commune",NA,NA
503,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",503,"Damrei Slab","Khum","Commune",NA,NA
504,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",504,"Kampong Kou","Khum","Commune",NA,NA
505,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",505,"Kampong Svay","Khum","Commune",NA,NA
506,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",506,"n.a. ( 467)","Khum","Commune",NA,NA
507,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",507,"Ni Pechr","Khum","Commune",NA,NA
508,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",508,"Phat Sanday","Khum","Commune",NA,NA
509,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",509,"San Kor","Khum","Commune",NA,NA
510,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",510,"Tbaeng","Khum","Commune",NA,NA
511,40,"KHM","Cambodia",7,"Kâmpóng Thum",54,"Kampong Svay",511,"Trapeang Ruessei","Khum","Commune",NA,NA
512,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",512,"Doung","Khum","Commune",NA,NA
513,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",513,"Kraya","Khum","Commune",NA,NA
514,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",514,"Phan Nheum","Khum","Commune",NA,NA
515,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",515,"Sa Kream","Khum","Commune",NA,NA
516,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",516,"Sala Visai","Khum","Commune",NA,NA
517,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",517,"Sameakki","Khum","Commune",NA,NA
518,40,"KHM","Cambodia",7,"Kâmpóng Thum",55,"Prasat Balangk",518,"Tuol Kreul","Khum","Commune",NA,NA
519,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",519,"Chhuk","Khum","Commune",NA,NA
520,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",520,"Koul","Khum","Commune",NA,NA
521,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",521,"Sambour","Khum","Commune",NA,NA
522,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",522,"Sraeung","Khum","Commune",NA,NA
523,40,"KHM","Cambodia",7,"Kâmpóng Thum",56,"Prasat Sambour",523,"Tang Krasau","Khum","Commune",NA,NA
524,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",524,"Chheu Teal","Khum","Commune",NA,NA
525,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",525,"Dang Kambet","Khum","Commune",NA,NA
526,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",526,"Klaeng","Khum","Commune",NA,NA
527,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",527,"Mean Chey","Khum","Commune",NA,NA
528,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",528,"Mean Ritth","Khum","Commune",NA,NA
529,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",529,"Ngan","Khum","Commune",NA,NA
530,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",530,"Sandan","Khum","Commune",NA,NA
531,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",531,"Sochet","Khum","Commune",NA,NA
532,40,"KHM","Cambodia",7,"Kâmpóng Thum",57,"Sandan",532,"Tum Ring","Khum","Commune",NA,NA
533,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",533,"Boeng Lvea","Khum","Commune",NA,NA
534,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",534,"Chroab","Khum","Commune",NA,NA
535,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",535,"Kakaoh","Khum","Commune",NA,NA
536,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",536,"Kampong Thma","Khum","Commune",NA,NA
537,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",537,"Kraya","Khum","Commune",NA,NA
538,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",538,"Pnov","Khum","Commune",NA,NA
539,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",539,"Prasat","Khum","Commune",NA,NA
540,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",540,"Tang Krasang","Khum","Commune",NA,NA
541,40,"KHM","Cambodia",7,"Kâmpóng Thum",58,"Santuk",541,"Ti Pou","Khum","Commune",NA,NA
542,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",542,"Banteay Stoung","Khum","Commune",NA,NA
543,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",543,"Chamnar Kraom","Khum","Commune",NA,NA
544,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",544,"Chamnar Leu","Khum","Commune",NA,NA
545,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",545,"Kampong Chen Cheung","Khum","Commune",NA,NA
546,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",546,"Kampong Chen Tboung","Khum","Commune",NA,NA
547,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",547,"Msar Krang","Khum","Commune",NA,NA
548,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",548,"n.a. ( 450)","Khum","Commune",NA,NA
549,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",549,"Peam Bang","Khum","Commune",NA,NA
550,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",550,"Popok","Khum","Commune",NA,NA
551,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",551,"Pralay","Khum","Commune",NA,NA
552,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",552,"Preah Damrei","Khum","Commune",NA,NA
553,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",553,"Rung Roeang","Khum","Commune",NA,NA
554,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",554,"Samprouch","Khum","Commune",NA,NA
555,40,"KHM","Cambodia",7,"Kâmpóng Thum",59,"Stoung",555,"Trea","Khum","Commune",NA,NA
556,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",556,"Achar Leak","Khum","Commune",NA,NA
557,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",557,"Damrei Choan Khla","Khum","Commune",NA,NA
558,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",558,"Kampong Krabau","Khum","Commune",NA,NA
559,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",559,"Kampong Roteh","Khum","Commune",NA,NA
560,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",560,"Kampong Thum","Khum","Commune",NA,NA
561,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",561,"Kdei Doung","Khum","Commune",NA,NA
562,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",562,"Ou Kanthor","Khum","Commune",NA,NA
563,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",563,"Prey Kuy","Khum","Commune",NA,NA
564,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",564,"Prey Ta Hu","Khum","Commune",NA,NA
565,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",565,"Srayov","Khum","Commune",NA,NA
566,40,"KHM","Cambodia",7,"Kâmpóng Thum",60,"Stueng Saen",566,"Tboung Krapeu","Khum","Commune",NA,NA
567,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",567,"Baek Chan","Khum","Commune",NA,NA
568,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",568,"Boeng Thum","Khum","Commune",NA,NA
569,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",569,"Chhak Chheu Neang","Khum","Commune",NA,NA
570,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",570,"Damnak Ampil","Khum","Commune",NA,NA
571,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",571,"Kamboul","Khum","Commune",NA,NA
572,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",572,"Kantaok","Khum","Commune",NA,NA
573,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",573,"Krang Mkak","Khum","Commune",NA,NA
574,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",574,"Lumhach","Khum","Commune",NA,NA
575,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",575,"Mkak","Khum","Commune",NA,NA
576,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",576,"Ovlaok","Khum","Commune",NA,NA
577,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",577,"Peuk","Khum","Commune",NA,NA
578,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",578,"Ponsang","Khum","Commune",NA,NA
579,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",579,"Prey Puok","Khum","Commune",NA,NA
580,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",580,"Samraong Leu","Khum","Commune",NA,NA
581,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",581,"Snao","Khum","Commune",NA,NA
582,40,"KHM","Cambodia",8,"Kândal",61,"Angk Snuol",582,"Tuol Prech","Khum","Commune",NA,NA
583,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",583,"Ampov Prey","Khum","Commune",NA,NA
584,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",584,"Anlong Romiet","Khum","Commune",NA,NA
585,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",585,"Barku","Khum","Commune",NA,NA
586,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",586,"Boeng Khyang","Khum","Commune",NA,NA
587,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",587,"Cheung Kaeub","Khum","Commune",NA,NA
588,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",588,"Daeum Rues","Khum","Commune",NA,NA
589,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",589,"Kandaok","Khum","Commune",NA,NA
590,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",590,"Kong Noy","Khum","Commune",NA,NA
591,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",591,"Kouk Trab","Khum","Commune",NA,NA
592,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",592,"Preaek Kampis","Khum","Commune",NA,NA
593,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",593,"Preaek Roka","Khum","Commune",NA,NA
594,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",594,"Preaek Slaeng","Khum","Commune",NA,NA
595,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",595,"Preah Putth","Khum","Commune",NA,NA
596,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",596,"Roka","Khum","Commune",NA,NA
597,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",597,"Roleang Kaen","Khum","Commune",NA,NA
598,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",598,"Roluos","Khum","Commune",NA,NA
599,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",599,"Siem Reab","Khum","Commune",NA,NA
600,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",600,"Spean Thma","Khum","Commune",NA,NA
601,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",601,"Tbaeng","Khum","Commune",NA,NA
602,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",602,"Thmei","Khum","Commune",NA,NA
603,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",603,"Tien","Khum","Commune",NA,NA
604,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",604,"Trapeang Veaeng","Khum","Commune",NA,NA
605,40,"KHM","Cambodia",8,"Kândal",62,"Kandal Stueng",605,"Trea","Khum","Commune",NA,NA
606,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",606,"Chheu Khmau","Khum","Commune",NA,NA
607,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",607,"Chrouy Ta Kaev","Khum","Commune",NA,NA
608,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",608,"Kampong Kong","Khum","Commune",NA,NA
609,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",609,"Kaoh Thum Ka","Khum","Commune",NA,NA
610,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",610,"Kaoh Thum Kha","Khum","Commune",NA,NA
611,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",611,"Leuk Daek","Khum","Commune",NA,NA
612,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",612,"Pouthi Ban","Khum","Commune",NA,NA
613,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",613,"Preaek Chrey","Khum","Commune",NA,NA
614,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",614,"Preaek Sdei","Khum","Commune",NA,NA
615,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",615,"Preaek Thmei","Khum","Commune",NA,NA
616,40,"KHM","Cambodia",8,"Kândal",63,"Kaoh Thum",616,"Sampov Lun","Khum","Commune",NA,NA
617,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",617,"Bak Dav","Khum","Commune",NA,NA
618,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",618,"Chey Thum","Khum","Commune",NA,NA
619,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",619,"Kampong Chamlang","Khum","Commune",NA,NA
620,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",620,"Kaoh Chouram","Khum","Commune",NA,NA
621,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",621,"Kaoh Oknha Tei","Khum","Commune",NA,NA
622,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",622,"Preaek Ampil","Khum","Commune",NA,NA
623,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",623,"Preaek Luong","Khum","Commune",NA,NA
624,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",624,"Preaek Ta Kov","Khum","Commune",NA,NA
625,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",625,"Preaek Ta Meak","Khum","Commune",NA,NA
626,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",626,"Preah Prasab","Khum","Commune",NA,NA
627,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",627,"Puk Ruessei","Khum","Commune",NA,NA
628,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",628,"Roka Chonlueng","Khum","Commune",NA,NA
629,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",629,"Sanlung","Khum","Commune",NA,NA
630,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",630,"Sithor","Khum","Commune",NA,NA
631,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",631,"Svay Chrum","Khum","Commune",NA,NA
632,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",632,"Svay Romiet","Khum","Commune",NA,NA
633,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",633,"Ta Aek","Khum","Commune",NA,NA
634,40,"KHM","Cambodia",8,"Kândal",64,"Khsach Kandal",634,"Vihear Suork","Khum","Commune",NA,NA
635,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",635,"Banteay Daek","Khum","Commune",NA,NA
636,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",636,"Chheu Teal","Khum","Commune",NA,NA
637,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",637,"Dei Edth","Khum","Commune",NA,NA
638,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",638,"Kampong Svay","Khum","Commune",NA,NA
639,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",639,"Kbal Kaoh","Khum","Commune",NA,NA
640,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",640,"Kokir Thum","Khum","Commune",NA,NA
641,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",641,"Kokir","Khum","Commune",NA,NA
642,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",642,"Phum Thum","Khum","Commune",NA,NA
643,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",643,"Preaek Aeng","Khum","Commune",NA,NA
644,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",644,"Preaek Thmei","Khum","Commune",NA,NA
645,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",645,"Samraong Thum","Khum","Commune",NA,NA
646,40,"KHM","Cambodia",8,"Kândal",65,"Kien Svay",646,"Veal Sbov","Khum","Commune",NA,NA
